	V1	c-q	nc-q	true-q	c-p	nc-p	c-bias	nc-bias	type	L	rep	gwas_size	test_size	h2	num_causal	env	pheno	test
96	12	-0.0225157911779512	0.0861345067708322	0	0.783	0.633	-0.0225157911779512	0.0861345067708322	1000	20000	A3	2160	720	0	300	0.2	DIAG	PS
97	13	0.0938438654124827	0.47807079673611	0	0.044	0.001	0.0938438654124827	0.47807079673611	FGr	20000	A3	2160	720	0	300	0.2	DIAG	PS
98	14	0.122027566507812	0.691798587725694	0	0.008	0	0.122027566507812	0.691798587725694	NoCorrection	20000	A3	2160	720	0	300	0.2	DIAG	PS
99	15	0.0162764295373264	0.0100588952777777	0	0.73	0.929	0.0162764295373264	0.0100588952777777	10	20000	A3	2160	720	0	300	0.2	LAT	LAT
100	16	0.0247092151081771	0.017449574045139	0	0.646	0.897	0.0247092151081771	0.017449574045139	50	20000	A3	2160	720	0	300	0.2	LAT	LAT
101	17	0.0209289278767361	0.0377749560937501	0	0.706	0.789	0.0209289278767361	0.0377749560937501	100	20000	A3	2160	720	0	300	0.2	LAT	LAT
102	18	0.0459644664315972	-0.14178459578125	0	0.438	0.368	0.0459644664315972	-0.14178459578125	500	20000	A3	2160	720	0	300	0.2	LAT	LAT
103	19	-0.00979273501666662	0.0281521670138889	0	0.89	0.892	-0.00979273501666662	0.0281521670138889	1000	20000	A3	2160	720	0	300	0.2	LAT	LAT
104	20	0.120775265250764	0.857984106840277	0	0.013	0	0.120775265250764	0.857984106840277	FGr	20000	A3	2160	720	0	300	0.2	LAT	LAT
105	21	0.128976402069948	0.812460471996528	0	0.007	0	0.128976402069948	0.812460471996528	NoCorrection	20000	A3	2160	720	0	300	0.2	LAT	LAT
106	22	0.0162764295373264	0.0100588952777777	0	0.77	0.932	0.0162764295373264	0.0100588952777777	10	20000	A3	2160	720	0	300	0.2	LAT	PS
107	23	0.0247092151081771	0.017449574045139	0	0.638	0.895	0.0247092151081771	0.017449574045139	50	20000	A3	2160	720	0	300	0.2	LAT	PS
108	24	0.0209289278767361	0.0377749560937501	0	0.678	0.789	0.0209289278767361	0.0377749560937501	100	20000	A3	2160	720	0	300	0.2	LAT	PS
109	25	0.0459644664315972	-0.14178459578125	0	0.4	0.381	0.0459644664315972	-0.14178459578125	500	20000	A3	2160	720	0	300	0.2	LAT	PS
110	26	-0.00979273501666662	0.0281521670138889	0	0.892	0.88	-0.00979273501666662	0.0281521670138889	1000	20000	A3	2160	720	0	300	0.2	LAT	PS
111	27	0.177604416861163	1.18900938039931	0	0.001	0	0.177604416861163	1.18900938039931	FGr	20000	A3	2160	720	0	300	0.2	LAT	PS
112	28	0.128976402069948	0.812460471996528	0	0.012	0	0.128976402069948	0.812460471996528	NoCorrection	20000	A3	2160	720	0	300	0.2	LAT	PS
113	29	0.0145622821078125	-0.148784393576389	0	0.735	0.211	0.0145622821078125	-0.148784393576389	10	20000	A3	2160	720	0	300	0.2	PS	LAT
